language,word_count,subword_count,subword_word_ratio
Chinese,26,18,0.6923076923076923
Chinese,65,41,0.6307692307692307
Chinese,49,28,0.5714285714285714
Chinese,57,35,0.6140350877192983
Chinese,23,16,0.6956521739130435
Chinese,13,11,0.8461538461538461
Chinese,20,15,0.75
Chinese,22,15,0.6818181818181818
Chinese,20,15,0.75
Chinese,25,16,0.64
Chinese,28,16,0.5714285714285714
Chinese,24,15,0.625
Chinese,20,11,0.55
Chinese,33,23,0.696969696969697
Chinese,35,26,0.7428571428571429
Chinese,43,30,0.6976744186046512
Chinese,57,47,0.8245614035087719
Chinese,49,39,0.7959183673469388
Chinese,65,49,0.7538461538461538
Chinese,83,54,0.6506024096385542
Chinese,85,58,0.6823529411764706
Chinese,76,54,0.7105263157894737
Chinese,49,31,0.6326530612244898
Chinese,49,32,0.6530612244897959
Chinese,44,28,0.6363636363636364
Chinese,55,39,0.7090909090909091
Chinese,46,34,0.7391304347826086
Chinese,45,33,0.7333333333333333
Chinese,29,21,0.7241379310344828
Chinese,21,17,0.8095238095238095
Chinese,22,16,0.7272727272727273
Chinese,64,42,0.65625
Chinese,62,41,0.6612903225806451
Chinese,63,41,0.6507936507936508
Chinese,66,50,0.7575757575757576
Chinese,60,45,0.75
Chinese,64,47,0.734375
Chinese,24,17,0.7083333333333334
Chinese,16,11,0.6875
Chinese,18,11,0.6111111111111112
Chinese,32,22,0.6875
Chinese,31,19,0.6129032258064516
Chinese,31,20,0.6451612903225806
Chinese,40,29,0.725
Chinese,34,24,0.7058823529411765
Chinese,37,24,0.6486486486486487
Chinese,20,14,0.7
Chinese,26,17,0.6538461538461539
Chinese,17,14,0.8235294117647058
Chinese,63,42,0.6666666666666666
Chinese,63,43,0.6825396825396826
Chinese,68,45,0.6617647058823529
Chinese,59,43,0.7288135593220338
Chinese,61,33,0.5409836065573771
Chinese,64,35,0.546875
Chinese,12,10,0.8333333333333334
Chinese,12,8,0.6666666666666666
Chinese,17,12,0.7058823529411765
Chinese,20,13,0.65
Chinese,20,14,0.7
Chinese,21,14,0.6666666666666666
Chinese,29,18,0.6206896551724138
Chinese,31,18,0.5806451612903226
Chinese,30,20,0.6666666666666666
Chinese,57,48,0.8421052631578947
Chinese,44,41,0.9318181818181818
Chinese,56,48,0.8571428571428571
Chinese,67,51,0.7611940298507462
Chinese,68,53,0.7794117647058824
Chinese,65,49,0.7538461538461538
Chinese,50,31,0.62
Chinese,49,30,0.6122448979591837
Chinese,52,32,0.6153846153846154
Chinese,21,13,0.6190476190476191
Chinese,27,15,0.5555555555555556
Chinese,25,15,0.6
Chinese,18,15,0.8333333333333334
Chinese,20,16,0.8
Chinese,21,18,0.8571428571428571
Chinese,19,10,0.5263157894736842
Chinese,15,9,0.6
Chinese,19,13,0.6842105263157895
Chinese,23,15,0.6521739130434783
Chinese,26,18,0.6923076923076923
Chinese,21,14,0.6666666666666666
Chinese,32,22,0.6875
Chinese,34,23,0.6764705882352942
Chinese,35,23,0.6571428571428571
Chinese,74,57,0.7702702702702703
Chinese,70,57,0.8142857142857143
Chinese,76,60,0.7894736842105263
Chinese,32,21,0.65625
Chinese,36,22,0.6111111111111112
Chinese,51,34,0.6666666666666666
Chinese,43,30,0.6976744186046512
Chinese,52,35,0.6730769230769231
Chinese,40,27,0.675
Chinese,17,13,0.7647058823529411
Chinese,20,15,0.75
Chinese,20,14,0.7
Chinese,78,52,0.6666666666666666
Chinese,63,41,0.6507936507936508
Chinese,68,46,0.6764705882352942
Chinese,49,33,0.673469387755102
Chinese,61,41,0.6721311475409836
Chinese,53,36,0.6792452830188679
Chinese,30,19,0.6333333333333333
Chinese,28,16,0.5714285714285714
Chinese,30,22,0.7333333333333333
Chinese,26,21,0.8076923076923077
Chinese,29,23,0.7931034482758621
Chinese,28,25,0.8928571428571429
Chinese,52,31,0.5961538461538461
Chinese,56,33,0.5892857142857143
Chinese,54,34,0.6296296296296297
Chinese,73,40,0.547945205479452
Chinese,66,36,0.5454545454545454
Chinese,67,35,0.5223880597014925
Chinese,67,43,0.6417910447761194
Chinese,65,40,0.6153846153846154
Chinese,65,43,0.6615384615384615
Chinese,28,15,0.5357142857142857
Chinese,27,15,0.5555555555555556
Chinese,40,27,0.675
Chinese,17,11,0.6470588235294118
Chinese,17,12,0.7058823529411765
Chinese,17,11,0.6470588235294118
Chinese,41,28,0.6829268292682927
Chinese,37,25,0.6756756756756757
Chinese,45,28,0.6222222222222222
Chinese,44,30,0.6818181818181818
Chinese,55,36,0.6545454545454545
Chinese,45,30,0.6666666666666666
Chinese,40,27,0.675
Chinese,44,28,0.6363636363636364
Chinese,45,29,0.6444444444444445
Chinese,59,39,0.6610169491525424
Chinese,49,32,0.6530612244897959
Chinese,47,29,0.6170212765957447
Chinese,37,30,0.8108108108108109
Chinese,43,32,0.7441860465116279
Chinese,40,31,0.775
Chinese,39,24,0.6153846153846154
Chinese,45,28,0.6222222222222222
Chinese,55,33,0.6
Chinese,30,21,0.7
Chinese,37,26,0.7027027027027027
Chinese,30,22,0.7333333333333333
Chinese,38,22,0.5789473684210527
Chinese,43,26,0.6046511627906976
Chinese,35,23,0.6571428571428571
Chinese,61,42,0.6885245901639344
Chinese,56,39,0.6964285714285714
Chinese,62,41,0.6612903225806451
Chinese,23,17,0.7391304347826086
Chinese,24,19,0.7916666666666666
Chinese,22,17,0.7727272727272727
Chinese,43,28,0.6511627906976745
Chinese,47,31,0.6595744680851063
Chinese,43,28,0.6511627906976745
Chinese,32,20,0.625
Chinese,31,20,0.6451612903225806
Chinese,37,24,0.6486486486486487
Chinese,24,19,0.7916666666666666
Chinese,36,25,0.6944444444444444
Chinese,32,22,0.6875
Chinese,35,21,0.6
Chinese,32,19,0.59375
Chinese,32,21,0.65625
Chinese,50,31,0.62
Chinese,59,35,0.5932203389830508
Chinese,52,32,0.6153846153846154
Chinese,63,42,0.6666666666666666
Chinese,62,43,0.6935483870967742
Chinese,67,46,0.6865671641791045
Chinese,56,37,0.6607142857142857
Chinese,53,34,0.6415094339622641
Chinese,47,31,0.6595744680851063
Chinese,47,32,0.6808510638297872
Chinese,54,36,0.6666666666666666
Chinese,61,44,0.7213114754098361
Chinese,25,15,0.6
Chinese,22,13,0.5909090909090909
Chinese,28,15,0.5357142857142857
Chinese,64,44,0.6875
Chinese,66,46,0.696969696969697
Chinese,65,44,0.676923076923077
Chinese,33,24,0.7272727272727273
Chinese,30,24,0.8
Chinese,35,25,0.7142857142857143
Chinese,38,21,0.5526315789473685
Chinese,46,25,0.5434782608695652
Chinese,35,20,0.5714285714285714
Chinese,40,25,0.625
Chinese,37,26,0.7027027027027027
Chinese,41,30,0.7317073170731707
Chinese,26,16,0.6153846153846154
Chinese,28,22,0.7857142857142857
Chinese,28,19,0.6785714285714286
Chinese,39,27,0.6923076923076923
Chinese,41,28,0.6829268292682927
Chinese,40,28,0.7
Chinese,46,31,0.6739130434782609
Chinese,48,31,0.6458333333333334
Chinese,54,33,0.6111111111111112
Chinese,62,39,0.6290322580645161
Chinese,51,31,0.6078431372549019
Chinese,59,37,0.6271186440677966
Chinese,59,43,0.7288135593220338
Chinese,61,47,0.7704918032786885
Chinese,51,39,0.7647058823529411
Chinese,20,11,0.55
Chinese,26,16,0.6153846153846154
Chinese,25,13,0.52
Chinese,28,20,0.7142857142857143
Chinese,23,18,0.782608695652174
Chinese,23,17,0.7391304347826086
Chinese,26,17,0.6538461538461539
Chinese,26,18,0.6923076923076923
Chinese,27,18,0.6666666666666666
Chinese,18,11,0.6111111111111112
Chinese,23,14,0.6086956521739131
Chinese,17,11,0.6470588235294118
Chinese,25,19,0.76
Chinese,26,18,0.6923076923076923
Chinese,34,23,0.6764705882352942
Chinese,29,20,0.6896551724137931
Chinese,17,13,0.7647058823529411
Chinese,18,15,0.8333333333333334
Chinese,23,20,0.8695652173913043
Chinese,25,20,0.8
Chinese,17,15,0.8823529411764706
Chinese,35,24,0.6857142857142857
Chinese,50,31,0.62
Chinese,35,21,0.6
Chinese,61,46,0.7540983606557377
Chinese,70,51,0.7285714285714285
Chinese,55,42,0.7636363636363637
Chinese,82,51,0.6219512195121951
Chinese,78,45,0.5769230769230769
Chinese,89,57,0.6404494382022472
Chinese,17,14,0.8235294117647058
Chinese,18,14,0.7777777777777778
Chinese,14,11,0.7857142857142857
Chinese,47,31,0.6595744680851063
Chinese,52,33,0.6346153846153846
Chinese,46,30,0.6521739130434783
Chinese,44,35,0.7954545454545454
Chinese,25,21,0.84
Chinese,24,20,0.8333333333333334
Chinese,24,17,0.7083333333333334
Chinese,24,17,0.7083333333333334
Chinese,17,13,0.7647058823529411
Chinese,79,44,0.5569620253164557
Chinese,71,40,0.5633802816901409
Chinese,72,42,0.5833333333333334
Chinese,80,46,0.575
Chinese,71,44,0.6197183098591549
Chinese,55,30,0.5454545454545454
Chinese,31,21,0.6774193548387096
Chinese,28,17,0.6071428571428571
Chinese,33,19,0.5757575757575758
Chinese,40,25,0.625
Chinese,34,24,0.7058823529411765
Chinese,23,17,0.7391304347826086
Chinese,18,16,0.8888888888888888
Chinese,24,18,0.75
Chinese,22,18,0.8181818181818182
Chinese,27,19,0.7037037037037037
Chinese,19,13,0.6842105263157895
Chinese,24,15,0.625
Chinese,34,24,0.7058823529411765
Chinese,36,26,0.7222222222222222
Chinese,35,24,0.6857142857142857
Chinese,51,34,0.6666666666666666
Chinese,54,33,0.6111111111111112
Chinese,61,40,0.6557377049180327
Chinese,27,16,0.5925925925925926
Chinese,38,21,0.5526315789473685
Chinese,30,18,0.6
Chinese,78,54,0.6923076923076923
Chinese,77,54,0.7012987012987013
Chinese,93,63,0.6774193548387096
Chinese,36,25,0.6944444444444444
Chinese,36,24,0.6666666666666666
Chinese,31,20,0.6451612903225806
Chinese,47,30,0.6382978723404256
Chinese,55,36,0.6545454545454545
Chinese,51,34,0.6666666666666666
Chinese,35,20,0.5714285714285714
Chinese,31,19,0.6129032258064516
Chinese,34,21,0.6176470588235294
Chinese,37,28,0.7567567567567568
Chinese,39,29,0.7435897435897436
Chinese,42,32,0.7619047619047619
Chinese,31,23,0.7419354838709677
Chinese,44,35,0.7954545454545454
Chinese,41,28,0.6829268292682927
Chinese,24,14,0.5833333333333334
Chinese,26,14,0.5384615384615384
Chinese,24,13,0.5416666666666666
Chinese,19,14,0.7368421052631579
Chinese,16,14,0.875
Chinese,17,14,0.8235294117647058
Chinese,24,22,0.9166666666666666
Chinese,19,17,0.8947368421052632
Chinese,31,25,0.8064516129032258
Chinese,43,33,0.7674418604651163
Chinese,46,36,0.782608695652174
Chinese,43,34,0.7906976744186046
Chinese,34,23,0.6764705882352942
Chinese,31,23,0.7419354838709677
Chinese,41,28,0.6829268292682927
Chinese,21,14,0.6666666666666666
Chinese,23,15,0.6521739130434783
Chinese,24,19,0.7916666666666666
Chinese,31,23,0.7419354838709677
Chinese,32,22,0.6875
Chinese,35,24,0.6857142857142857
Chinese,59,44,0.7457627118644068
Chinese,63,47,0.746031746031746
Chinese,61,45,0.7377049180327869
Chinese,47,34,0.723404255319149
Chinese,55,40,0.7272727272727273
Chinese,46,31,0.6739130434782609
Chinese,57,36,0.631578947368421
Chinese,59,36,0.6101694915254238
Chinese,55,35,0.6363636363636364
Chinese,29,20,0.6896551724137931
Chinese,27,20,0.7407407407407407
Chinese,30,23,0.7666666666666667
Chinese,26,16,0.6153846153846154
Chinese,28,17,0.6071428571428571
Chinese,29,17,0.5862068965517241
Chinese,49,36,0.7346938775510204
Chinese,52,37,0.7115384615384616
Chinese,50,36,0.72
Chinese,86,52,0.6046511627906976
Chinese,81,46,0.5679012345679012
Chinese,75,43,0.5733333333333334
Chinese,52,32,0.6153846153846154
Chinese,44,29,0.6590909090909091
Chinese,53,33,0.6226415094339622
Chinese,44,30,0.6818181818181818
Chinese,45,31,0.6888888888888889
Chinese,57,38,0.6666666666666666
Chinese,62,48,0.7741935483870968
Chinese,55,44,0.8
Chinese,56,43,0.7678571428571429
Chinese,34,27,0.7941176470588235
Chinese,41,29,0.7073170731707317
Chinese,38,30,0.7894736842105263
Chinese,40,23,0.575
Chinese,38,20,0.5263157894736842
Chinese,41,22,0.5365853658536586
Chinese,19,16,0.8421052631578947
Chinese,19,16,0.8421052631578947
Chinese,19,16,0.8421052631578947
Chinese,18,13,0.7222222222222222
Chinese,18,15,0.8333333333333334
Chinese,14,11,0.7857142857142857
Chinese,78,56,0.717948717948718
Chinese,62,44,0.7096774193548387
Chinese,70,49,0.7
Chinese,31,21,0.6774193548387096
Chinese,33,23,0.696969696969697
Chinese,38,25,0.6578947368421053
Chinese,51,33,0.6470588235294118
Chinese,48,29,0.6041666666666666
Chinese,50,33,0.66
Chinese,41,29,0.7073170731707317
Chinese,36,25,0.6944444444444444
Chinese,54,32,0.5925925925925926
Chinese,23,19,0.8260869565217391
Chinese,18,17,0.9444444444444444
Chinese,18,16,0.8888888888888888
Chinese,18,13,0.7222222222222222
Chinese,19,12,0.631578947368421
Chinese,17,12,0.7058823529411765
Chinese,55,32,0.5818181818181818
Chinese,60,35,0.5833333333333334
Chinese,54,32,0.5925925925925926
Chinese,52,33,0.6346153846153846
Chinese,46,30,0.6521739130434783
Chinese,46,33,0.717391304347826
Chinese,40,24,0.6
Chinese,36,20,0.5555555555555556
Chinese,42,25,0.5952380952380952
Chinese,39,28,0.717948717948718
Chinese,37,26,0.7027027027027027
Chinese,30,22,0.7333333333333333
Chinese,52,37,0.7115384615384616
Chinese,48,37,0.7708333333333334
Chinese,67,47,0.7014925373134329
Chinese,49,33,0.673469387755102
Chinese,59,37,0.6271186440677966
Chinese,70,46,0.6571428571428571
Chinese,50,35,0.7
Chinese,59,41,0.6949152542372882
Chinese,54,36,0.6666666666666666
Chinese,66,40,0.6060606060606061
Chinese,61,42,0.6885245901639344
Chinese,60,38,0.6333333333333333
Chinese,43,27,0.627906976744186
Chinese,39,25,0.6410256410256411
Chinese,37,24,0.6486486486486487
Chinese,28,16,0.5714285714285714
Chinese,26,15,0.5769230769230769
Chinese,29,16,0.5517241379310345
Chinese,23,15,0.6521739130434783
Chinese,28,20,0.7142857142857143
Chinese,33,23,0.696969696969697
Chinese,69,46,0.6666666666666666
Chinese,66,43,0.6515151515151515
Chinese,74,50,0.6756756756756757
Chinese,63,37,0.5873015873015873
Chinese,63,38,0.6031746031746031
Chinese,59,35,0.5932203389830508
Chinese,38,28,0.7368421052631579
Chinese,34,29,0.8529411764705882
Chinese,30,23,0.7666666666666667
Chinese,32,28,0.875
Chinese,42,35,0.8333333333333334
Chinese,33,28,0.8484848484848485
Chinese,48,30,0.625
Chinese,40,26,0.65
Chinese,45,30,0.6666666666666666
Chinese,28,17,0.6071428571428571
Chinese,27,13,0.48148148148148145
Chinese,23,13,0.5652173913043478
Chinese,53,31,0.5849056603773585
Chinese,61,37,0.6065573770491803
Chinese,47,28,0.5957446808510638
Chinese,8,9,1.125
Chinese,20,19,0.95
Chinese,12,10,0.8333333333333334
Chinese,32,25,0.78125
Chinese,26,22,0.8461538461538461
Chinese,38,29,0.7631578947368421
Chinese,26,18,0.6923076923076923
Chinese,33,21,0.6363636363636364
Chinese,31,22,0.7096774193548387
Chinese,25,15,0.6
Chinese,22,14,0.6363636363636364
Chinese,20,12,0.6
Chinese,35,21,0.6
Chinese,46,25,0.5434782608695652
Chinese,42,24,0.5714285714285714
Chinese,32,22,0.6875
Chinese,34,23,0.6764705882352942
Chinese,26,17,0.6538461538461539
Chinese,38,26,0.6842105263157895
Chinese,36,24,0.6666666666666666
Chinese,45,27,0.6
Chinese,51,31,0.6078431372549019
Chinese,44,31,0.7045454545454546
Chinese,40,27,0.675
Chinese,58,44,0.7586206896551724
Chinese,56,42,0.75
Chinese,52,38,0.7307692307692307
Chinese,33,26,0.7878787878787878
Chinese,35,24,0.6857142857142857
Chinese,32,23,0.71875
Chinese,44,37,0.8409090909090909
Chinese,50,38,0.76
Chinese,51,40,0.7843137254901961
Chinese,68,41,0.6029411764705882
Chinese,76,48,0.631578947368421
Chinese,66,43,0.6515151515151515
Chinese,22,20,0.9090909090909091
Chinese,27,22,0.8148148148148148
Chinese,21,16,0.7619047619047619
Chinese,15,9,0.6
Chinese,26,17,0.6538461538461539
Chinese,14,11,0.7857142857142857
Chinese,49,35,0.7142857142857143
Chinese,59,43,0.7288135593220338
Chinese,51,36,0.7058823529411765
Chinese,40,24,0.6
Chinese,40,23,0.575
Chinese,43,25,0.5813953488372093
Chinese,35,23,0.6571428571428571
Chinese,43,29,0.6744186046511628
Chinese,42,27,0.6428571428571429
Chinese,33,23,0.696969696969697
Chinese,30,23,0.7666666666666667
Chinese,35,25,0.7142857142857143
Chinese,52,36,0.6923076923076923
Chinese,62,42,0.6774193548387096
Chinese,60,43,0.7166666666666667
Chinese,66,42,0.6363636363636364
Chinese,58,38,0.6551724137931034
Chinese,62,40,0.6451612903225806
Chinese,60,36,0.6
Chinese,69,40,0.5797101449275363
Chinese,70,41,0.5857142857142857
Chinese,57,35,0.6140350877192983
Chinese,44,31,0.7045454545454546
Chinese,47,28,0.5957446808510638
Chinese,69,43,0.6231884057971014
Chinese,76,46,0.6052631578947368
Chinese,76,48,0.631578947368421
Chinese,43,24,0.5581395348837209
Chinese,36,18,0.5
Chinese,37,21,0.5675675675675675
Chinese,39,29,0.7435897435897436
Chinese,31,23,0.7419354838709677
Chinese,34,24,0.7058823529411765
Chinese,59,40,0.6779661016949152
Chinese,43,29,0.6744186046511628
Chinese,51,33,0.6470588235294118
Chinese,52,32,0.6153846153846154
Chinese,48,25,0.5208333333333334
Chinese,51,31,0.6078431372549019
Chinese,92,72,0.782608695652174
Chinese,92,73,0.7934782608695652
Chinese,95,74,0.7789473684210526
Chinese,45,31,0.6888888888888889
Chinese,48,31,0.6458333333333334
Chinese,50,34,0.68
Chinese,61,44,0.7213114754098361
Chinese,62,44,0.7096774193548387
Chinese,65,46,0.7076923076923077
Chinese,80,52,0.65
Chinese,62,40,0.6451612903225806
Chinese,56,36,0.6428571428571429
Chinese,59,42,0.711864406779661
Chinese,56,35,0.625
Chinese,47,30,0.6382978723404256
Chinese,46,31,0.6739130434782609
Chinese,36,26,0.7222222222222222
Chinese,40,26,0.65
Chinese,53,32,0.6037735849056604
Chinese,42,27,0.6428571428571429
Chinese,50,30,0.6
Chinese,50,31,0.62
Chinese,56,38,0.6785714285714286
Chinese,56,36,0.6428571428571429
Chinese,25,19,0.76
Chinese,29,20,0.6896551724137931
Chinese,29,20,0.6896551724137931
Chinese,44,32,0.7272727272727273
Chinese,46,36,0.782608695652174
Chinese,44,32,0.7272727272727273
Chinese,46,31,0.6739130434782609
Chinese,50,31,0.62
Chinese,42,29,0.6904761904761905
Chinese,57,32,0.5614035087719298
Chinese,57,40,0.7017543859649122
Chinese,56,38,0.6785714285714286
Chinese,57,29,0.5087719298245614
Chinese,42,24,0.5714285714285714
Chinese,44,25,0.5681818181818182
Chinese,75,42,0.56
Chinese,85,56,0.6588235294117647
Chinese,81,46,0.5679012345679012
Chinese,24,19,0.7916666666666666
Chinese,20,17,0.85
Chinese,28,22,0.7857142857142857
Chinese,45,30,0.6666666666666666
Chinese,45,32,0.7111111111111111
Chinese,46,31,0.6739130434782609
Chinese,39,28,0.717948717948718
Chinese,60,41,0.6833333333333333
Chinese,39,27,0.6923076923076923
Chinese,78,44,0.5641025641025641
Chinese,72,41,0.5694444444444444
Chinese,70,39,0.5571428571428572
Chinese,38,28,0.7368421052631579
Chinese,42,31,0.7380952380952381
Chinese,41,31,0.7560975609756098
Chinese,53,36,0.6792452830188679
Chinese,43,31,0.7209302325581395
Chinese,42,31,0.7380952380952381
Chinese,47,26,0.5531914893617021
Chinese,49,27,0.5510204081632653
Chinese,48,26,0.5416666666666666
Chinese,53,28,0.5283018867924528
Chinese,50,28,0.56
Chinese,48,28,0.5833333333333334
Chinese,30,20,0.6666666666666666
Chinese,29,19,0.6551724137931034
Chinese,28,18,0.6428571428571429
Chinese,45,39,0.8666666666666667
Chinese,38,29,0.7631578947368421
Chinese,38,30,0.7894736842105263
Chinese,38,26,0.6842105263157895
Chinese,39,28,0.717948717948718
Chinese,39,28,0.717948717948718
Chinese,25,19,0.76
Chinese,24,17,0.7083333333333334
Chinese,27,19,0.7037037037037037
Chinese,28,19,0.6785714285714286
Chinese,20,17,0.85
Chinese,27,20,0.7407407407407407
Chinese,50,39,0.78
Chinese,50,36,0.72
Chinese,45,36,0.8
Chinese,68,39,0.5735294117647058
Chinese,65,42,0.6461538461538462
Chinese,75,45,0.6
Chinese,52,38,0.7307692307692307
Chinese,52,35,0.6730769230769231
Chinese,53,39,0.7358490566037735
Chinese,60,36,0.6
Chinese,56,32,0.5714285714285714
Chinese,49,29,0.5918367346938775
Chinese,49,31,0.6326530612244898
Chinese,45,29,0.6444444444444445
Chinese,44,29,0.6590909090909091
Chinese,26,23,0.8846153846153846
Chinese,34,28,0.8235294117647058
Chinese,30,25,0.8333333333333334
Chinese,19,14,0.7368421052631579
Chinese,25,19,0.76
Chinese,25,21,0.84
Chinese,35,25,0.7142857142857143
Chinese,35,24,0.6857142857142857
Chinese,39,26,0.6666666666666666
Chinese,51,33,0.6470588235294118
Chinese,54,35,0.6481481481481481
Chinese,52,34,0.6538461538461539
Chinese,40,26,0.65
Chinese,30,20,0.6666666666666666
Chinese,29,20,0.6896551724137931
Chinese,51,36,0.7058823529411765
Chinese,51,37,0.7254901960784313
Chinese,50,36,0.72
Chinese,21,13,0.6190476190476191
Chinese,21,13,0.6190476190476191
Chinese,32,18,0.5625
Chinese,45,34,0.7555555555555555
Chinese,51,37,0.7254901960784313
Chinese,50,35,0.7
Chinese,35,26,0.7428571428571429
Chinese,44,30,0.6818181818181818
Chinese,41,28,0.6829268292682927
Chinese,122,63,0.5163934426229508
Chinese,125,66,0.528
Chinese,122,65,0.5327868852459017
Chinese,22,19,0.8636363636363636
Chinese,32,23,0.71875
Chinese,26,22,0.8461538461538461
Chinese,39,27,0.6923076923076923
Chinese,37,28,0.7567567567567568
Chinese,41,28,0.6829268292682927
Chinese,43,30,0.6976744186046512
Chinese,42,29,0.6904761904761905
Chinese,39,27,0.6923076923076923
Chinese,77,48,0.6233766233766234
Chinese,79,50,0.6329113924050633
Chinese,73,47,0.6438356164383562
Chinese,69,49,0.7101449275362319
Chinese,73,51,0.6986301369863014
Chinese,80,56,0.7
Chinese,61,37,0.6065573770491803
Chinese,56,34,0.6071428571428571
Chinese,53,32,0.6037735849056604
Chinese,49,32,0.6530612244897959
Chinese,58,36,0.6206896551724138
Chinese,49,32,0.6530612244897959
Chinese,54,36,0.6666666666666666
Chinese,41,28,0.6829268292682927
Chinese,45,33,0.7333333333333333
Chinese,44,25,0.5681818181818182
Chinese,37,21,0.5675675675675675
Chinese,32,19,0.59375
Chinese,38,25,0.6578947368421053
Chinese,38,24,0.631578947368421
Chinese,39,24,0.6153846153846154
Chinese,69,48,0.6956521739130435
Chinese,74,47,0.6351351351351351
Chinese,63,43,0.6825396825396826
Chinese,37,20,0.5405405405405406
Chinese,52,30,0.5769230769230769
Chinese,42,25,0.5952380952380952
Chinese,67,33,0.4925373134328358
Chinese,46,21,0.45652173913043476
Chinese,48,24,0.5
Chinese,65,45,0.6923076923076923
Chinese,64,43,0.671875
Chinese,64,40,0.625
Chinese,63,36,0.5714285714285714
Chinese,57,32,0.5614035087719298
Chinese,56,32,0.5714285714285714
Chinese,73,44,0.6027397260273972
Chinese,68,40,0.5882352941176471
Chinese,69,42,0.6086956521739131
Chinese,60,40,0.6666666666666666
Chinese,72,48,0.6666666666666666
Chinese,67,42,0.6268656716417911
Chinese,52,43,0.8269230769230769
Chinese,42,35,0.8333333333333334
Chinese,45,39,0.8666666666666667
Chinese,30,23,0.7666666666666667
Chinese,22,19,0.8636363636363636
Chinese,20,17,0.85
Chinese,33,22,0.6666666666666666
Chinese,41,25,0.6097560975609756
Chinese,33,22,0.6666666666666666
Chinese,31,22,0.7096774193548387
Chinese,38,26,0.6842105263157895
Chinese,41,27,0.6585365853658537
Chinese,76,50,0.6578947368421053
Chinese,72,47,0.6527777777777778
Chinese,80,52,0.65
Chinese,85,57,0.6705882352941176
Chinese,94,61,0.648936170212766
Chinese,82,60,0.7317073170731707
Chinese,95,51,0.5368421052631579
Chinese,99,54,0.5454545454545454
Chinese,90,57,0.6333333333333333
Chinese,61,37,0.6065573770491803
Chinese,65,41,0.6307692307692307
Chinese,54,37,0.6851851851851852
Chinese,77,52,0.6753246753246753
Chinese,64,42,0.65625
Chinese,67,44,0.6567164179104478
Chinese,50,32,0.64
Chinese,53,34,0.6415094339622641
Chinese,43,29,0.6744186046511628
Chinese,65,38,0.5846153846153846
Chinese,67,43,0.6417910447761194
Chinese,64,39,0.609375
Chinese,49,35,0.7142857142857143
Chinese,49,33,0.673469387755102
Chinese,49,36,0.7346938775510204
Chinese,42,28,0.6666666666666666
Chinese,44,30,0.6818181818181818
Chinese,41,28,0.6829268292682927
Chinese,71,40,0.5633802816901409
Chinese,70,42,0.6
Chinese,84,45,0.5357142857142857
Chinese,79,48,0.6075949367088608
Chinese,85,49,0.5764705882352941
Chinese,81,51,0.6296296296296297
Chinese,31,23,0.7419354838709677
Chinese,25,21,0.84
Chinese,23,18,0.782608695652174
Chinese,45,35,0.7777777777777778
Chinese,46,36,0.782608695652174
Chinese,45,35,0.7777777777777778
Chinese,21,12,0.5714285714285714
Chinese,14,9,0.6428571428571429
Chinese,29,18,0.6206896551724138
Chinese,22,21,0.9545454545454546
Chinese,28,24,0.8571428571428571
Chinese,25,23,0.92
Chinese,51,37,0.7254901960784313
Chinese,39,26,0.6666666666666666
Chinese,34,25,0.7352941176470589
Chinese,62,43,0.6935483870967742
Chinese,51,40,0.7843137254901961
Chinese,56,41,0.7321428571428571
Chinese,38,33,0.868421052631579
Chinese,46,38,0.8260869565217391
Chinese,33,30,0.9090909090909091
Chinese,66,48,0.7272727272727273
Chinese,74,54,0.7297297297297297
Chinese,77,54,0.7012987012987013
Chinese,71,43,0.6056338028169014
Chinese,81,46,0.5679012345679012
Chinese,82,54,0.6585365853658537
Chinese,62,45,0.7258064516129032
Chinese,54,42,0.7777777777777778
Chinese,58,43,0.7413793103448276
Chinese,45,35,0.7777777777777778
Chinese,52,37,0.7115384615384616
Chinese,50,37,0.74
Chinese,34,19,0.5588235294117647
Chinese,24,19,0.7916666666666666
Chinese,23,15,0.6521739130434783
Chinese,83,53,0.6385542168674698
Chinese,67,51,0.7611940298507462
Chinese,50,39,0.78
Chinese,48,33,0.6875
Chinese,45,32,0.7111111111111111
Chinese,41,31,0.7560975609756098
Chinese,52,38,0.7307692307692307
Chinese,57,39,0.6842105263157895
Chinese,59,45,0.7627118644067796
Chinese,53,37,0.6981132075471698
Chinese,51,36,0.7058823529411765
Chinese,57,40,0.7017543859649122
Chinese,27,17,0.6296296296296297
Chinese,24,20,0.8333333333333334
Chinese,40,24,0.6
Chinese,47,32,0.6808510638297872
Chinese,50,33,0.66
Chinese,41,25,0.6097560975609756
Chinese,61,45,0.7377049180327869
Chinese,63,46,0.7301587301587301
Chinese,75,52,0.6933333333333334
Chinese,52,36,0.6923076923076923
Chinese,52,38,0.7307692307692307
Chinese,49,37,0.7551020408163265
Chinese,33,23,0.696969696969697
Chinese,35,23,0.6571428571428571
Chinese,40,29,0.725
Chinese,17,14,0.8235294117647058
Chinese,27,20,0.7407407407407407
Chinese,18,13,0.7222222222222222
Chinese,30,23,0.7666666666666667
Chinese,19,15,0.7894736842105263
Chinese,22,19,0.8636363636363636
Chinese,27,21,0.7777777777777778
Chinese,28,20,0.7142857142857143
Chinese,26,20,0.7692307692307693
Chinese,38,26,0.6842105263157895
Chinese,34,25,0.7352941176470589
Chinese,36,27,0.75
Chinese,38,21,0.5526315789473685
